listing_id,last_review_date,number_of_reviews,reviews_per_month
329385,2019-05-25,46,0.62
333189,2019-06-24,42,0.47
333323,2019-07-01,118,2.11
334607,2019-05-03,53,0.6
334781,2019-06-24,15,0.21
335797,2019-05-11,64,0.72
335819,2019-04-27,51,0.58
335820,2019-04-29,79,0.88
336220,2019-06-19,202,2.29
339456,2018-12-31,23,0.63
341525,2019-06-01,62,0.76
341982,2015-08-23,36,0.45
342027,2019-06-16,16,0.19
342965,2017-09-21,24,0.27
342995,2019-07-01,77,0.88
343276,2019-05-26,110,1.27
343971,2018-07-16,56,0.64
344019,2012-06-07,7,0.08
344092,2016-07-13,19,0.22
346248,2015-05-31,7,0.09
346805,2014-10-28,53,0.6
347865,2019-06-24,265,2.99
350168,2018-01-02,8,0.1
350525,2018-06-19,46,0.52
351530,2018-11-04,6,0.08
351859,2019-07-01,75,0.86
352651,2019-06-23,11,0.13
352864,2019-06-29,5,1.47
353317,2019-06-23,132,1.49
354095,2019-06-07,41,0.47
355106,2019-04-07,34,0.39
356230,2014-06-09,34,0.39
357509,2019-03-01,27,0.31
359982,2019-04-13,30,0.34
360400,2019-06-02,214,2.45
361803,2018-04-15,12,0.14
363320,2018-07-30,6,0.09
364275,2019-07-04,156,1.8
364785,2018-12-29,30,0.74
367042,2014-09-04,1,0.02
367810,2019-04-24,3,0.09
369411,2019-06-27,272,3.18
369567,2019-01-01,63,0.82
369671,2019-07-01,58,0.66
371138,2015-10-12,5,0.1
373618,2019-06-30,63,0.71
374548,2019-07-02,268,3.04
375249,2019-05-26,80,0.92
377217,2017-04-14,22,0.25
378460,2019-06-17,13,0.15
380416,2019-04-30,23,0.67
380730,2018-12-04,3,0.08
382523,2018-10-24,10,0.12
382524,2019-04-04,14,0.16
385190,2019-06-06,20,0.28
385657,2015-05-15,2,0.02
385824,2019-07-03,47,1.22
386555,2019-01-01,6,0.19
386744,2019-06-07,93,1.06
386799,2016-01-03,116,1.32
387324,2018-09-04,15,0.17
387377,2019-06-03,70,0.8
387666,2019-03-04,4,0.41
387735,2019-06-11,128,1.46
389482,2018-11-09,59,0.69
391948,2015-09-30,8,0.11
391955,2019-06-24,106,1.22
392948,2019-06-26,15,0.57
393016,2019-05-05,133,1.51
393094,2019-05-25,27,0.31
393682,2018-01-02,61,0.7
394026,2018-10-08,2,0.02
394111,2017-01-01,16,0.18
396636,2019-05-16,38,0.44
397034,2013-06-22,25,0.28
397297,2015-11-17,93,1.05
397420,2017-09-05,6,0.07
398281,2016-12-04,30,0.34
398283,2019-07-05,17,0.46
399946,2019-05-16,67,0.77
400039,2017-06-30,53,0.68
400466,2016-10-11,32,0.37
401579,2019-06-23,131,1.84
401836,2019-05-21,19,0.22
403056,2019-05-28,74,0.84
403264,2019-07-03,165,1.88
403668,2019-01-02,16,0.18
404502,2019-06-05,269,3.09
404923,2019-06-24,243,2.75
405025,2019-07-01,59,0.94
405408,2019-06-22,134,1.53
406926,2019-07-03,81,0.93
406992,2016-10-22,7,0.08
407469,2019-05-26,112,1.28
408983,2019-06-09,92,1.05
409262,2019-02-14,23,0.26
409293,2019-05-28,67,0.76
409666,2016-09-18,8,0.1
411336,2019-07-01,244,2.81
411525,2019-05-17,62,0.7
411918,2019-07-02,125,1.47
412061,2019-06-01,58,0.67
412180,2018-09-03,9,0.1
413504,2019-06-13,137,1.57
413775,2019-05-09,16,0.24
413876,2018-09-26,36,0.57
414801,2019-03-24,54,0.65
415304,2016-05-31,1,0.03
416557,2019-03-13,39,0.47
417685,2019-06-22,145,1.76
418291,2019-06-25,28,0.33
419373,2019-06-30,206,2.4
419792,2019-05-04,4,0.22
421554,2016-10-30,37,0.52
422040,2017-08-11,27,0.31
424192,2016-05-21,18,0.21
424667,2019-04-02,134,1.54
424767,2019-06-20,197,2.25
424889,2015-05-21,5,0.09
424930,2015-10-06,5,0.06
425784,2018-01-02,8,0.09
428226,2019-05-11,62,0.71
430427,2017-01-31,13,0.15
430665,2014-08-22,8,0.09
431865,2019-06-30,50,0.87
432090,2016-09-28,69,0.79
433218,2019-05-20,41,0.47
433414,2019-06-28,89,1.04
433914,2019-06-17,40,0.46
434792,2019-06-07,106,1.22
435774,2018-11-25,33,0.39
435776,2017-10-03,2,0.09
435909,2016-12-24,19,0.22
435946,2019-06-14,100,1.14
436510,2018-09-25,16,0.19
436619,2019-06-09,64,0.76
436824,2019-04-27,17,0.31
436916,2016-10-11,7,0.08
437352,2018-12-31,15,0.17
437906,2015-10-07,4,0.07
438513,2019-06-16,87,1.0
439750,2018-05-19,10,0.14
442636,2019-06-24,289,3.3
442649,2018-08-22,10,0.11
443646,2019-05-16,39,0.45
444171,2017-04-17,7,0.1
444430,2018-03-27,23,0.27
446367,2019-06-10,22,0.27
447766,2014-08-21,1,0.02
447840,2016-01-09,5,0.06
448048,2019-05-24,30,0.37
448049,2018-09-30,55,0.64
449034,2019-06-07,155,1.78
449130,2019-06-28,95,1.09
449660,2019-06-16,118,1.35
449680,2018-12-15,82,0.96
450009,2019-06-09,105,1.21
450577,2019-06-07,73,0.84
450578,2019-05-12,28,0.32
452068,2015-08-16,3,0.06
452541,2019-07-01,120,1.4
453094,2019-06-23,339,3.88
453161,2018-06-23,7,0.09
453255,2019-04-29,13,0.15
453317,2013-11-01,6,0.07
454334,2014-12-31,3,0.03
454763,2018-08-16,11,0.18
454929,2019-07-02,67,1.33
455734,2019-07-02,123,1.47
455801,2018-09-19,109,1.25
456110,2015-10-04,23,0.27
456190,2019-06-29,269,3.15
456457,2016-08-29,7,0.08
456526,2019-06-23,36,1.76
457829,2019-07-01,178,2.06
458154,2019-06-10,132,1.51
458377,2019-05-28,12,0.15
459066,2019-01-01,23,0.27
460036,2019-06-08,47,0.55
460999,2019-03-28,8,0.11
461050,2016-05-12,17,0.2
462454,2018-03-24,4,0.06
463107,2018-12-16,19,0.22
464231,2012-05-29,2,0.02
465277,2018-01-01,35,0.54
466277,2019-07-02,108,1.25
466457,2019-07-01,182,2.15
467569,2019-06-11,31,0.41
467634,2019-06-18,454,5.27
467866,2019-07-05,199,2.3
470090,2019-07-01,230,2.65
470370,2019-06-24,101,1.19
470498,2015-12-22,8,0.13
470709,2018-12-12,154,1.87
471712,2019-05-26,69,0.81
471758,2018-06-19,3,0.05
471845,2013-09-01,3,0.04
471914,2019-04-26,12,0.16
472052,2014-08-22,13,0.15
472376,2016-05-23,10,0.17
472546,2019-01-04,5,0.06
473592,2019-06-17,144,1.68
473777,2017-02-19,10,0.12
475216,2015-07-27,17,0.2
476527,2019-05-05,57,0.67
476570,2019-03-09,70,0.83
476571,2019-01-10,62,0.74
476899,2018-10-11,17,0.2
476983,2019-07-05,439,5.12
478053,2019-01-06,48,0.56
478385,2019-06-29,134,1.56
478832,2014-05-20,2,0.03
478949,2017-11-04,16,0.19
479002,2019-07-03,31,1.14
479263,2019-01-19,36,0.42
479285,2012-12-30,1,0.01
479867,2019-07-07,338,3.9
480549,2017-12-11,117,1.41
481022,2019-06-22,261,3.24
482365,2017-01-31,32,0.37
482765,2019-06-30,112,1.3
483414,2019-05-20,22,0.26
483485,2019-07-02,319,3.78
483505,2019-06-20,69,0.85
484297,2018-09-12,10,0.12
484312,2019-02-20,24,0.39
484728,2017-08-12,3,0.05
485026,2014-06-30,17,0.2
486350,2016-08-21,13,0.15
488083,2019-05-27,58,0.67
489018,2019-06-23,62,0.74
489365,2019-06-27,203,2.85
489924,2019-06-30,33,0.39
489965,2019-03-09,47,0.66
490278,2018-03-02,30,0.35
490989,2017-03-29,2,0.05
491123,2019-06-17,121,1.6
491529,2019-05-17,27,0.45
491942,2016-10-09,24,0.3
491977,2019-05-11,22,0.26
493177,2019-06-16,162,1.92
493611,2019-05-19,66,0.76
494937,2019-07-07,63,0.76
495249,2019-06-14,219,2.63
495348,2013-03-31,2,0.03
496166,2019-07-01,12,0.27
497370,2017-05-30,35,0.41
498052,2019-06-10,124,1.46
498120,2018-07-23,2,0.17
498859,2019-07-06,63,1.27
500845,2019-06-21,162,1.88
500886,2019-06-15,103,1.25
501082,2019-06-07,185,2.15
501098,2019-06-15,219,2.54
501693,2019-06-23,280,3.51
502132,2017-05-07,61,0.71
502309,2019-06-10,184,2.14
502429,2019-07-07,116,1.37
503460,2018-10-22,11,0.24
503529,2019-02-23,9,0.1
503585,2013-07-14,4,0.05
503722,2019-06-03,15,0.29
503790,2019-05-26,22,0.28
504322,2017-07-01,18,0.21
504362,2019-07-04,56,0.65
504394,2014-09-03,2,0.03
504437,2019-06-30,57,0.7
505029,2018-11-16,13,0.17
505231,2012-06-22,1,0.01
505315,2019-06-23,37,0.49
506121,2019-06-30,451,5.26
506527,2019-04-30,24,0.29
506571,2019-03-22,19,0.32
506575,2019-06-06,190,2.21
507393,2019-05-27,46,0.54
509989,2019-06-23,169,2.08
510218,2019-06-18,165,1.92
510454,2016-06-23,2,0.02
511436,2018-05-26,1,0.07
511733,2015-09-20,3,0.04
511960,2016-05-09,15,0.18
512209,2019-01-01,60,0.7
512210,2019-06-22,320,3.85
512775,2019-06-11,182,2.2
513343,2012-07-11,1,0.01
513688,2019-07-07,134,1.56
514457,2019-05-26,10,0.17
515392,2019-06-02,60,0.78
516452,2019-05-12,5,0.06
516461,2016-08-04,9,0.1
516643,2013-01-04,1,0.01
516791,2019-05-22,33,0.39
517626,2014-12-03,10,0.14
517654,2015-08-15,3,0.04
518566,2019-05-15,10,0.13
518576,2019-07-02,62,0.73
518960,2019-07-04,266,3.17
519310,2019-07-07,251,2.92
521018,2016-04-28,3,0.04
521038,2012-12-25,8,0.09
521522,2012-12-31,5,0.06
521672,2019-06-21,160,1.92
521806,2019-05-17,5,0.1
522081,2019-06-14,183,2.19
523123,2018-12-30,19,0.23
524111,2019-06-24,141,1.66
525120,2019-05-27,42,0.49
525293,2019-07-01,119,1.41
525388,2019-06-23,20,0.24
525412,2015-06-28,5,0.06
525523,2018-07-04,16,0.62
526532,2018-09-10,24,0.29
526923,2019-06-15,26,0.32
526942,2018-09-14,3,0.04
528485,2019-04-30,5,0.07
530247,2014-06-28,2,0.03
530431,2019-07-04,194,2.42
530576,2019-06-28,88,1.03
530632,2018-10-18,2,0.1
531091,2019-06-19,304,3.7
531208,2014-07-08,11,0.13
531258,2018-10-15,19,0.23
531455,2019-06-05,23,0.27
532288,2019-06-30,103,1.25
532749,2019-06-21,82,0.98
533168,2019-06-08,92,1.09
533506,2019-07-03,66,0.77
533625,2018-10-08,18,0.35
533927,2019-06-24,153,2.03
534897,2015-06-12,6,0.09
535095,2019-06-29,43,0.52
535352,2019-07-02,36,0.5
536578,2019-06-20,19,0.27
538344,2019-06-11,160,2.31
538590,2019-05-15,74,0.87
539160,2019-04-28,47,0.58
539350,2018-09-14,43,0.51
540057,2019-06-13,102,1.19
540489,2019-01-20,18,0.21
541725,2019-04-07,33,0.44
542054,2019-06-09,60,0.72
542203,2019-06-23,22,1.61
543792,2019-06-21,107,1.25
544131,2019-07-04,87,1.02
544331,2018-08-07,16,0.2
545261,2015-08-07,2,0.02
545651,2019-05-20,19,0.24
546383,2019-05-25,474,5.53
546504,2016-05-16,5,0.06
546573,2019-05-19,63,0.75
548133,2019-06-01,28,0.4
549873,2015-05-25,5,0.09
550288,2019-02-12,16,0.2
550653,2018-09-30,6,0.32
550777,2019-06-10,25,0.3
550858,2017-08-10,15,0.31
552141,2019-06-08,45,0.62
552519,2019-06-16,215,2.55
552639,2019-06-22,33,0.51
553516,2017-01-02,46,0.54
553565,2019-06-01,25,0.3
553862,2018-10-08,23,0.27
554165,2019-07-02,57,0.67
555206,2019-05-26,80,1.01
557487,2019-05-10,22,0.26
559511,2016-04-22,40,0.54
560078,2019-06-23,85,1.02
560406,2012-07-11,1,0.01
563442,2016-12-05,29,0.36
563496,2012-09-05,1,0.01
564049,2017-02-15,23,0.27
564184,2019-05-31,42,0.5
564447,2019-06-25,195,2.83
564751,2019-05-05,158,1.91
565814,2016-12-28,1,0.03
566712,2019-06-07,115,1.4
566911,2019-05-28,42,0.49
567195,2015-08-17,3,0.04
568661,2019-06-10,32,0.4
568684,2018-04-15,6,0.09
568743,2019-07-06,214,2.53
570218,2019-05-06,11,0.13
570750,2019-06-23,221,2.6
571564,2019-06-02,123,1.47
573612,2019-06-16,132,1.56
573671,2019-02-23,41,0.65
573795,2019-06-06,104,1.32
573870,2019-05-27,18,0.22
575061,2019-06-30,143,4.14
576227,2016-10-03,4,0.05
576426,2014-04-15,25,0.3
576916,2017-08-22,4,0.05
577324,2019-06-15,198,2.33
577703,2012-09-14,6,0.07
577824,2019-05-21,10,0.48
578267,2019-04-08,30,0.36
578941,2015-09-21,4,0.08
579716,2019-07-01,201,2.42
580323,2019-06-30,51,0.61
581180,2019-05-26,63,0.75
581421,2018-08-05,28,0.59
581542,2017-06-01,55,0.66
582272,2018-11-13,1,0.13
582372,2016-07-01,23,0.27
583337,2019-03-09,61,0.72
583352,2013-06-20,5,0.06
584122,2019-06-25,67,0.8
585369,2019-04-02,110,1.3
585491,2019-06-18,160,1.95
585937,2019-06-25,102,1.23
586847,2017-05-08,5,0.08
587519,2015-03-31,1,0.02
587554,2019-06-30,34,0.41
587641,2015-10-31,6,0.07
587698,2019-07-06,61,0.81
587740,2019-06-21,11,0.13
588677,2012-08-10,1,0.01
590903,2019-05-05,46,0.6
591135,2019-06-05,132,1.75
591565,2014-04-27,62,0.73
591710,2018-08-24,8,0.17
592785,2017-04-17,16,0.27
592831,2016-07-15,19,0.23
592853,2017-01-01,17,0.2
593000,2016-11-18,12,0.14
593292,2019-06-15,321,3.93
593320,2019-06-12,160,1.89
594020,2019-06-03,142,1.68
594036,2015-10-11,5,0.06
594640,2019-06-30,61,0.73
595321,2018-10-21,5,0.08
595604,2017-01-25,36,0.44
596448,2019-06-14,109,1.51
597544,2019-03-31,28,0.38
597624,2019-05-20,14,0.16
598612,2019-06-26,250,2.99
599595,2018-05-28,12,0.25
599847,2018-12-30,20,0.24
600286,2019-05-13,27,0.36
600775,2019-06-27,73,0.89
600877,2015-12-29,2,0.05
602070,2019-05-06,38,0.45
602142,2014-10-18,5,0.07
602453,2018-08-10,31,0.5
602888,2015-12-07,17,0.21
606269,2019-05-27,35,0.42
607735,2019-04-18,63,0.77
607781,2019-06-29,149,1.78
607891,2018-06-05,107,1.29
609213,2015-12-31,7,0.08
609559,2019-06-23,48,0.58
609983,2019-06-19,54,0.65
610118,2015-10-18,17,0.2
610596,2019-06-08,103,1.62
611009,2019-06-24,243,2.95
612936,2019-06-18,93,1.17
613528,2019-07-01,54,0.74
613556,2015-10-31,2,0.03
613818,2019-05-22,88,1.05
614269,2017-07-29,15,0.18
616585,2017-11-21,25,0.3
618916,2019-04-28,11,0.13
619122,2019-05-30,17,0.26
619471,2014-08-31,5,0.06
621430,2018-09-13,28,0.34
623747,2018-08-21,8,0.11
624222,2019-04-27,15,0.18
625197,2018-10-22,2,0.17
625365,2019-01-01,40,0.57
627432,2019-05-06,57,0.68
628078,2018-08-16,6,0.07
628227,2019-05-24,57,0.69
629315,2015-10-28,22,0.27
629770,2013-09-04,6,0.07
629774,2015-10-13,17,0.2
629855,2018-10-28,14,0.19
629949,2019-06-27,160,1.9
630034,2019-06-23,85,1.02
633276,2019-06-22,165,1.99
633950,2014-04-22,13,0.16
634353,2015-09-28,44,0.53
635114,2019-05-02,51,0.62
635282,2019-06-17,179,2.2
635662,2019-06-15,206,2.49
636391,2018-07-08,4,0.05
637228,2019-06-23,2,0.11
637504,2018-06-04,1,0.08
637716,2013-04-03,2,0.02
638894,2016-01-11,3,0.04
638898,2015-09-23,19,0.23
639199,2019-07-08,59,0.82
639781,2019-01-05,1,0.16
640589,2012-09-18,1,0.01
640691,2019-06-23,254,3.05
640990,2019-04-06,129,1.56
641768,2013-03-08,11,0.13
642682,2019-04-21,32,0.68
643591,2016-08-21,8,0.12
643948,2019-07-03,261,3.16
644464,2012-09-23,3,0.04
644575,2018-10-07,23,0.33
644833,2019-06-03,108,1.44
644869,2019-06-30,9,0.11
645075,2019-06-24,248,2.99
645693,2019-06-22,107,1.29
645922,2015-09-25,41,0.52
645942,2019-06-02,43,0.52
646147,2016-12-08,39,0.47
646391,2017-06-01,31,0.37
646458,2019-05-13,6,0.07
647413,2019-04-06,18,0.26
647520,2019-04-30,29,0.37
647580,2013-12-25,11,0.13
648047,2019-07-01,161,1.92
648246,2019-04-28,39,0.47
649903,2015-08-25,2,0.03
651375,2019-06-27,59,0.77
651475,2019-06-20,323,3.89
651648,2019-05-21,56,0.96
652371,2016-12-31,3,0.05
652466,2018-06-30,2,0.04
652515,2016-08-15,2,0.04
652648,2018-08-15,3,0.05
652691,2012-11-01,1,0.01
654005,2019-06-18,58,0.7
654232,2015-10-24,10,0.14
654612,2019-05-23,83,1.01
655230,2019-06-03,12,0.14
655472,2012-08-25,1,0.01
655783,2019-07-06,10,3.53
656281,2019-02-28,48,0.59
657005,2019-07-03,5,0.06
657198,2018-07-09,15,0.18
657217,2019-07-04,347,4.24
657727,2019-07-05,108,1.31
658008,2019-06-19,163,1.96
658366,2019-06-23,182,2.3
658515,2019-06-02,37,0.45
658932,2019-06-22,30,0.4
659880,2015-05-15,3,0.04
659952,2018-01-04,46,0.56
660016,2019-07-04,211,2.57
660036,2019-05-21,93,1.12
661814,2016-05-07,10,0.13
663608,2019-06-22,72,1.02
664047,2016-01-28,59,0.71
665394,2018-12-01,18,0.24
666220,2013-07-11,6,0.07
666315,2015-10-12,15,0.18
666613,2019-06-07,78,1.26
667375,2018-06-24,17,0.21
667549,2017-08-03,15,0.18
668400,2015-07-16,1,0.02
668691,2019-05-25,69,0.89
669633,2019-06-10,114,1.38
669831,2019-06-15,161,1.98
670767,2019-04-29,70,0.88
671633,2019-06-14,46,0.57
672724,2018-11-02,19,0.24
673248,2019-06-24,162,1.97
673760,2018-10-10,70,0.85
674692,2018-08-31,11,0.15
675793,2019-07-04,2,0.05
676257,2019-01-18,39,0.55
676295,2019-07-01,56,0.67
679633,2012-09-18,1,0.01
679769,2019-06-21,35,0.42
680104,2018-09-14,32,0.39
680225,2018-01-03,1,0.05
680998,2018-12-20,12,0.15
681518,2019-06-21,211,2.54
681805,2019-06-11,48,0.59
682122,2019-06-12,219,2.63
682155,2019-06-23,218,2.63
683084,2017-10-15,40,0.5
683681,2019-06-08,37,0.46
683743,2017-05-20,28,0.34
683821,2019-06-17,66,0.8
684808,2019-07-04,43,0.67
684991,2018-11-04,9,0.11
685435,2019-05-29,13,0.16
686696,2019-05-16,60,0.93
688652,2019-06-07,19,0.23
689329,2019-06-29,296,3.92
689900,2017-05-18,96,1.16
690349,2019-06-24,77,0.97
690516,2019-06-24,115,1.4
690553,2019-07-04,294,3.59
690603,2019-06-30,66,1.75
690675,2018-08-10,4,0.09
690849,2019-06-18,39,0.47
690934,2019-07-01,173,2.12
690960,2019-06-16,295,3.56
692137,2019-01-02,62,0.75
692567,2019-07-02,138,1.69
693597,2019-06-24,27,0.34
695002,2019-06-16,96,1.17
695216,2018-01-25,119,1.46
695297,2018-09-07,8,0.1
695465,2019-07-01,100,1.25
696593,2015-07-16,1,0.02
697499,2019-06-27,89,1.12
697923,2019-06-21,176,2.22
698094,2016-08-26,31,0.38
698132,2019-06-26,239,2.89
698162,2019-04-24,79,0.96
698298,2019-04-15,13,0.33
698327,2017-12-08,11,0.16
698514,2017-05-03,5,0.06
698882,2016-12-31,13,0.37
699348,2019-01-04,190,2.3
699472,2019-06-25,404,4.9
700530,2019-07-06,27,1.4
700916,2019-05-20,79,0.97
701227,2017-10-06,14,0.17
702213,2018-10-20,32,0.42
702440,2019-06-01,76,0.98
702551,2019-01-01,7,0.09
703745,2016-10-02,11,0.14
703971,2019-05-30,18,0.22
704838,2019-07-04,60,1.59
705749,2019-03-30,59,0.72
705997,2018-12-10,22,0.47
706347,2013-05-06,2,0.03
707396,2019-07-02,104,1.28
707736,2019-05-24,6,0.09
708374,2019-07-01,326,3.96
708637,2019-06-01,55,0.67
710243,2019-07-06,56,0.79
710283,2019-06-22,51,0.62
710284,2015-04-11,7,0.09
711635,2019-06-30,86,1.15
712136,2017-08-29,36,0.44
712260,2019-06-19,75,0.92
713538,2019-06-16,363,4.55
713891,2019-06-23,146,1.78
714028,2019-07-03,51,1.52
714049,2019-06-04,55,0.67
714075,2013-08-08,1,0.01
714939,2019-03-12,29,0.38
715102,2018-09-02,30,0.76
715270,2019-06-12,169,2.07
716169,2015-05-14,1,0.02
718761,2019-03-09,8,0.11
719329,2019-03-17,12,0.18
719914,2018-10-26,19,0.3
720274,2017-04-16,9,0.11
720394,2014-05-19,5,0.06
721719,2018-06-25,17,0.26
721762,2019-06-19,70,0.86
722451,2015-10-05,1,0.02
722464,2019-01-07,1,0.16
723507,2018-09-18,17,0.43
723523,2017-08-21,59,0.73
723560,2019-07-01,62,0.75
723709,2019-05-11,6,0.07
725270,2019-05-15,33,0.84
725509,2019-06-16,158,1.93
726422,2019-04-29,8,0.12
726465,2019-04-25,129,1.67
726692,2015-08-29,1,0.02
727512,2019-07-02,50,0.67
727547,2019-06-28,116,1.56
727835,2017-12-12,89,1.09
727964,2016-03-15,17,0.21
728409,2017-01-01,164,2.07
728493,2019-01-01,67,0.87
728498,2019-06-22,135,1.67
728764,2018-11-01,3,0.12
729306,2019-06-04,139,1.7
729841,2018-12-07,23,0.32
730480,2019-05-30,51,0.64
731293,2019-06-20,203,2.53
731300,2019-06-23,164,2.07
731316,2016-05-25,6,0.07
732624,2019-06-29,327,4.01
732700,2019-07-06,10,10.0
734749,2016-08-26,82,1.07
735677,2019-07-06,111,4.44
735890,2018-01-02,6,0.08
736187,2019-01-03,35,0.44
737075,2019-05-20,57,0.7
737126,2017-05-26,80,0.98
738588,2015-11-01,1,0.02
739239,2018-08-02,4,0.06
739242,2018-10-15,8,0.1
739815,2019-06-25,39,0.48
740823,2019-06-12,27,0.35
740947,2015-08-02,3,0.05
741154,2019-07-04,10,10.0
741346,2018-07-24,1,0.09
741354,2017-04-18,21,0.26
741783,2018-09-16,237,2.96
741797,2015-12-30,20,0.25
741806,2018-09-05,2,0.06
742026,2019-06-09,66,0.83
742779,2017-12-15,7,0.09
742795,2019-06-20,273,3.35
744078,2019-06-09,60,0.95
744220,2019-06-18,19,0.25
744228,2013-01-05,2,0.03
745037,2019-06-23,83,1.04
746088,2019-06-16,219,2.68
746996,2019-07-02,270,3.34
747029,2019-06-05,18,0.24
747159,2019-07-02,132,1.62
747344,2019-06-22,151,1.86
747419,2015-07-06,3,0.06
747538,2019-07-03,167,4.16
747605,2019-07-01,213,2.62
748656,2017-08-01,2,0.08
749108,2019-07-01,12,0.15
749455,2019-06-25,353,4.33
749896,2016-10-15,3,0.05
749965,2016-08-21,3,0.05
751851,2015-12-28,4,0.05
752202,2018-08-27,113,1.43
752289,2017-05-20,11,0.14
752366,2019-03-15,17,0.31
752616,2019-06-27,46,0.57
752783,2017-06-24,52,0.64
753399,2019-04-28,10,0.22
753622,2019-06-29,64,0.88
753687,2019-06-24,104,1.36
753983,2019-07-01,75,0.93
753991,2019-07-03,227,2.79
754353,2015-12-13,13,0.16
755528,2019-06-23,189,2.32
755684,2013-01-04,1,0.01
755703,2015-10-27,10,0.15
756655,2017-05-22,61,0.76
756892,2015-04-28,3,0.04
756928,2018-09-15,27,0.33
757007,2015-05-23,1,0.02
757187,2019-05-30,32,0.4
758782,2019-06-29,22,0.33
760303,2019-07-05,63,0.78
761606,2019-05-31,15,0.19
761835,2019-06-30,72,0.89
762015,2019-06-20,58,0.94
762145,2018-10-20,9,0.12
763527,2019-07-01,169,3.07
763600,2014-11-03,2,0.03
763809,2019-06-07,66,1.16
763965,2015-03-02,24,0.3
764052,2016-12-27,1,0.03
764753,2019-06-16,108,1.33
765203,2019-06-30,19,0.44
765315,2017-04-30,91,1.18
765563,2019-06-20,67,0.95
765569,2019-03-31,64,0.8
766542,2013-09-04,4,0.05
766964,2012-11-10,3,0.04
767562,2019-06-02,77,0.95
767761,2018-06-29,41,0.52
767967,2019-03-19,2,0.5
767983,2015-12-31,4,0.05
769175,2017-07-01,1,0.04
769279,2016-05-01,1,0.03
769448,2019-06-23,302,4.18
770514,2014-09-22,1,0.02
770893,2019-02-11,3,0.11
770960,2016-04-21,13,0.16
772362,2019-07-06,276,3.44
772679,2019-07-02,22,0.31
773041,2019-06-23,187,2.34
773844,2018-09-30,1,0.11
773993,2019-07-07,138,2.06
774791,2018-06-28,31,0.53
774899,2015-10-19,13,0.17
775238,2019-06-23,12,0.16
775280,2019-06-28,97,1.25
775326,2019-01-18,153,1.89
776257,2019-06-30,72,0.91
777297,2019-06-23,72,0.95
777327,2019-05-28,52,0.65
778381,2019-06-01,28,0.36
778495,2018-08-03,2,0.02
779561,2019-06-22,18,0.29
779838,2019-06-02,8,0.53
780205,2017-01-02,3,0.07
780858,2018-11-03,4,0.05
781486,2017-12-12,86,1.13
782063,2016-04-23,7,0.09
782554,2019-07-01,68,0.92
783202,2019-06-24,185,2.3
783341,2019-06-21,48,0.61
783964,2019-06-01,148,1.9
784088,2014-04-28,8,0.1
784124,2019-07-06,67,0.88
784169,2019-06-21,148,1.83
784170,2014-06-10,1,0.02
785166,2013-10-17,1,0.01
785508,2019-07-02,211,2.63
785978,2016-11-13,18,0.24
786053,2019-06-01,168,2.3
786685,2019-06-14,50,0.72
786727,2015-09-07,11,0.18
786843,2019-07-02,121,1.51
786955,2019-07-02,108,1.35
788005,2019-03-16,10,0.13
788035,2017-11-18,46,0.57
788106,2018-08-31,34,0.43
789476,2018-01-04,25,0.48
789559,2017-06-24,11,0.14
790767,2019-04-26,2,0.2
791452,2019-07-05,25,0.67
792142,2015-06-09,4,0.06
792835,2019-06-27,260,3.58
793951,2017-08-14,52,0.66
794156,2019-01-03,48,0.6
794245,2016-09-01,12,0.22
794281,2017-01-02,23,0.29
794425,2018-07-27,20,0.32
794427,2018-04-07,13,0.23
794472,2015-06-15,13,0.16
794496,2018-08-03,93,1.16
794535,2015-09-26,3,0.06
794567,2019-06-22,62,0.8
795198,2019-06-07,58,0.73
795680,2019-01-06,7,0.16
796232,2018-09-21,12,0.18
796370,2017-09-30,1,0.05
796490,2016-09-28,5,0.14
796523,2019-01-02,13,0.3
797696,2017-08-19,32,0.4
797972,2019-06-28,26,0.32
798128,2017-01-03,1,0.03
798429,2019-06-17,186,2.32
799319,2019-05-13,154,1.93
799484,2019-03-11,5,0.09
799829,2017-12-30,41,0.6
799900,2016-09-26,3,0.07
799924,2016-06-27,3,0.04
799945,2019-06-29,32,0.4
800051,2018-04-30,6,0.09
801281,2019-01-04,39,0.55
801626,2019-05-26,25,0.36
802498,2019-06-30,190,3.7
802677,2018-11-10,16,0.2
803237,2019-01-02,6,0.08
803778,2019-05-31,47,0.67
804194,2016-01-07,2,0.03
804246,2019-06-30,61,0.77
804388,2015-11-14,5,0.06
804815,2019-06-18,33,0.77
804911,2015-06-26,2,0.04
805028,2019-01-04,13,0.22
805218,2019-06-14,36,0.45
806038,2019-06-28,89,1.12
806040,2019-06-23,125,1.57
807535,2019-01-02,5,0.21
807882,2013-06-30,1,0.01
808313,2015-11-13,3,0.04
808476,2013-11-01,1,0.01
808618,2019-06-08,12,0.31
808705,2017-11-20,16,0.21
808774,2019-04-26,19,0.26
808851,2019-06-23,150,1.88
810346,2017-06-01,15,0.3
810681,2017-01-01,2,0.03
811198,2016-11-13,3,0.07
811238,2016-08-15,8,0.1
811299,2017-01-02,42,0.53
811347,2018-07-24,7,0.1
811450,2015-01-02,1,0.02
812057,2013-01-01,1,0.01
812467,2019-06-23,61,0.95
812671,2019-06-13,76,0.95
812938,2018-04-07,52,0.65
813225,2019-07-02,37,0.5
813554,2019-05-28,36,0.58
813793,2019-06-24,92,1.47
